,support,itemsets,length
6353,0.0022727272727272726,"frozenset({'g_high', 'm_very_low', 'CH1', 'R3'})",4
6354,0.0022727272727272726,"frozenset({'g_high', 'd_very_low', 'CH1', 'm_very_low'})",4
6355,0.0022727272727272726,"frozenset({'fro_very_low', 'm_very_low', 'g_high', 'CH1'})",4
6356,0.0022727272727272726,"frozenset({'m_very_low', 'fro_very_low', 'g_high', 'd_very_low', 'CH1'})",5
6357,0.004545454545454545,"frozenset({'g_high', 'd_very_low', 'fro_very_low', 'm_very_low'})",4
6358,0.0022727272727272726,"frozenset({'m_very_low', 'fre_very_low', 'g_high', 'R3'})",4
6359,0.0022727272727272726,"frozenset({'g_high', 'fre_very_low', 'd_very_low', 'm_very_low'})",4
6360,0.0022727272727272726,"frozenset({'g_high', 'fre_very_low', 'fro_very_low', 'm_very_low'})",4
6361,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'g_high', 'd_very_low', 'R3'})",5
6362,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'fro_very_low', 'g_high', 'R3'})",5
6363,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'fro_very_low', 'g_high', 'd_very_low'})",5
6364,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'fro_very_low', 'g_high', 'd_very_low', 'R3'})",6
6384,0.08409090909090909,"frozenset({'fro_medium', 'dp_very_low', 'CH1'})",3
6385,0.07045454545454545,"frozenset({'fro_medium', 'CH1', 'R3'})",3
6386,0.05227272727272727,"frozenset({'fro_medium', 'dp_very_low', 'R3'})",3
6387,0.05227272727272727,"frozenset({'fro_medium', 'dp_very_low', 'CH1', 'R3'})",4
6388,0.045454545454545456,"frozenset({'fro_medium', 'm_very_low', 'CH1'})",3
6389,0.03636363636363636,"frozenset({'fro_medium', 'm_very_low', 'dp_very_low'})",3
6390,0.02727272727272727,"frozenset({'fro_medium', 'm_very_low', 'R3'})",3
6391,0.03409090909090909,"frozenset({'fro_medium', 'd_very_low', 'm_very_low'})",3
6392,0.031818181818181815,"frozenset({'fro_medium', 'fre_very_low', 'm_very_low'})",3
6393,0.03636363636363636,"frozenset({'fro_medium', 'dp_very_low', 'm_very_low', 'CH1'})",4
6394,0.02727272727272727,"frozenset({'fro_medium', 'm_very_low', 'CH1', 'R3'})",4
6395,0.022727272727272728,"frozenset({'fro_medium', 'dp_very_low', 'R3', 'm_very_low'})",4
6396,0.01818181818181818,"frozenset({'fro_medium', 'd_very_low', 'R3', 'm_very_low'})",4
6397,0.013636363636363636,"frozenset({'fro_medium', 'fre_very_low', 'R3', 'm_very_low'})",4
6398,0.022727272727272728,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'CH1', 'R3'})",5
6399,0.01818181818181818,"frozenset({'m_very_low', 'fro_medium', 'd_very_low', 'CH1', 'R3'})",5
6400,0.015909090909090907,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'R3'})",5
6401,0.015909090909090907,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'CH1', 'R3'})",6
6402,0.013636363636363636,"frozenset({'fre_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'R3'})",5
6403,0.013636363636363636,"frozenset({'fre_very_low', 'm_very_low', 'fro_medium', 'CH1', 'R3'})",5
6404,0.011363636363636364,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'R3'})",5
6405,0.013636363636363636,"frozenset({'fre_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'CH1', 'R3'})",6
6406,0.011363636363636364,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'R3'})",6
6407,0.011363636363636364,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'CH1', 'R3'})",6
6408,0.011363636363636364,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'CH1', 'R3'})",7
6409,0.03409090909090909,"frozenset({'fro_medium', 'd_very_low', 'CH1', 'm_very_low'})",4
6410,0.02727272727272727,"frozenset({'fro_medium', 'd_very_low', 'dp_very_low', 'm_very_low'})",4
6411,0.02727272727272727,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'CH1'})",5
6412,0.031818181818181815,"frozenset({'fro_medium', 'fre_very_low', 'CH1', 'm_very_low'})",4
6413,0.029545454545454545,"frozenset({'fro_medium', 'fre_very_low', 'd_very_low', 'm_very_low'})",4
6414,0.025,"frozenset({'fro_medium', 'fre_very_low', 'dp_very_low', 'm_very_low'})",4
6415,0.029545454545454545,"frozenset({'fre_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'CH1'})",5
6416,0.025,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'CH1'})",5
6417,0.022727272727272728,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'd_very_low'})",5
6418,0.022727272727272728,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'CH1'})",6
6419,0.03409090909090909,"frozenset({'fro_medium', 'CH1', 'd_low'})",3
6420,0.031818181818181815,"frozenset({'fro_medium', 'd_low', 'R3'})",3
6421,0.029545454545454545,"frozenset({'fro_medium', 'dp_very_low', 'd_low'})",3
6422,0.00909090909090909,"frozenset({'fro_medium', 'm_very_low', 'd_low'})",3
6423,0.015909090909090907,"frozenset({'fro_medium', 'fre_very_low', 'd_low'})",3
6424,0.025,"frozenset({'fro_medium', 'd_low', 'CH1', 'R3'})",4
6425,0.02727272727272727,"frozenset({'fro_medium', 'dp_very_low', 'CH1', 'd_low'})",4
6426,0.01818181818181818,"frozenset({'fro_medium', 'dp_very_low', 'd_low', 'R3'})",4
6427,0.01818181818181818,"frozenset({'dp_very_low', 'fro_medium', 'd_low', 'CH1', 'R3'})",5
6428,0.00909090909090909,"frozenset({'fro_medium', 'm_very_low', 'dp_very_low', 'd_low'})",4
6429,0.00909090909090909,"frozenset({'fro_medium', 'm_very_low', 'CH1', 'd_low'})",4
6430,0.006818181818181818,"frozenset({'fro_medium', 'm_very_low', 'd_low', 'R3'})",4
6431,0.0022727272727272726,"frozenset({'fro_medium', 'fre_very_low', 'd_low', 'm_very_low'})",4
6432,0.00909090909090909,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'd_low', 'CH1'})",5
6433,0.006818181818181818,"frozenset({'m_very_low', 'fro_medium', 'd_low', 'CH1', 'R3'})",5
6434,0.006818181818181818,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'd_low', 'R3'})",5
6435,0.006818181818181818,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'd_low', 'CH1', 'R3'})",6
6436,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'fro_medium', 'd_low', 'CH1'})",5
6437,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'd_low'})",5
6438,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'd_low', 'CH1'})",6
6439,0.011363636363636364,"frozenset({'fro_medium', 'fre_very_low', 'd_low', 'R3'})",4
6440,0.00909090909090909,"frozenset({'fro_medium', 'fre_very_low', 'CH1', 'd_low'})",4
6441,0.00909090909090909,"frozenset({'fro_medium', 'fre_very_low', 'dp_very_low', 'd_low'})",4
6442,0.006818181818181818,"frozenset({'fre_very_low', 'fro_medium', 'd_low', 'CH1', 'R3'})",5
6443,0.006818181818181818,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'd_low', 'CH1'})",5
6444,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'd_low', 'CH1', 'R3'})",6
6445,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'd_low', 'R3'})",5
6446,0.02727272727272727,"frozenset({'fro_medium', 'CH1', 'g_medium'})",3
6447,0.020454545454545454,"frozenset({'fro_medium', 'g_medium', 'R3'})",3
6448,0.01818181818181818,"frozenset({'fro_medium', 'dp_very_low', 'g_medium'})",3
6449,0.015909090909090907,"frozenset({'fro_medium', 'g_medium', 'd_low'})",3
6450,0.00909090909090909,"frozenset({'fro_medium', 'm_very_low', 'g_medium'})",3
6451,0.01818181818181818,"frozenset({'fro_medium', 'fre_very_low', 'g_medium'})",3
6452,0.011363636363636364,"frozenset({'fro_medium', 'd_very_low', 'g_medium'})",3
6453,0.00909090909090909,"frozenset({'m_low', 'g_medium', 'fro_medium'})",3
6454,0.00909090909090909,"frozenset({'fro_medium', 'R1', 'g_medium'})",3
6455,0.01818181818181818,"frozenset({'fro_medium', 'g_medium', 'CH1', 'R3'})",4
6456,0.015909090909090907,"frozenset({'fro_medium', 'dp_very_low', 'CH1', 'g_medium'})",4
6457,0.011363636363636364,"frozenset({'fro_medium', 'dp_very_low', 'g_medium', 'R3'})",4
6458,0.00909090909090909,"frozenset({'fro_medium', 'fre_very_low', 'dp_very_low', 'g_medium'})",4
6459,0.011363636363636364,"frozenset({'dp_very_low', 'fro_medium', 'CH1', 'g_medium', 'R3'})",5
6460,0.006818181818181818,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'CH1', 'g_medium'})",5
6461,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'g_medium', 'R3'})",5
6462,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'g_medium', 'fro_medium', 'CH1', 'R3'})",6
6463,0.013636363636363636,"frozenset({'fro_medium', 'g_medium', 'CH1', 'd_low'})",4
6464,0.011363636363636364,"frozenset({'fro_medium', 'dp_very_low', 'g_medium', 'd_low'})",4
6465,0.011363636363636364,"frozenset({'fro_medium', 'd_low', 'g_medium', 'R3'})",4
6466,0.006818181818181818,"frozenset({'fro_medium', 'fre_very_low', 'g_medium', 'd_low'})",4
6467,0.00909090909090909,"frozenset({'dp_very_low', 'fro_medium', 'CH1', 'd_low', 'g_medium'})",5
6468,0.011363636363636364,"frozenset({'fro_medium', 'CH1', 'd_low', 'g_medium', 'R3'})",5
6469,0.006818181818181818,"frozenset({'dp_very_low', 'fro_medium', 'd_low', 'g_medium', 'R3'})",5
6470,0.006818181818181818,"frozenset({'dp_very_low', 'g_medium', 'fro_medium', 'd_low', 'CH1', 'R3'})",6
6471,0.004545454545454545,"frozenset({'fre_very_low', 'fro_medium', 'CH1', 'd_low', 'g_medium'})",5
6472,0.0022727272727272726,"frozenset({'fre_very_low', 'fro_medium', 'd_low', 'g_medium', 'R3'})",5
6473,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'd_low', 'g_medium'})",5
6474,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'g_medium', 'fro_medium', 'd_low', 'CH1'})",6
6475,0.0022727272727272726,"frozenset({'fre_very_low', 'g_medium', 'fro_medium', 'd_low', 'CH1', 'R3'})",6
6476,0.00909090909090909,"frozenset({'fro_medium', 'm_very_low', 'CH1', 'g_medium'})",4
6477,0.006818181818181818,"frozenset({'fro_medium', 'm_very_low', 'dp_very_low', 'g_medium'})",4
6478,0.004545454545454545,"frozenset({'fro_medium', 'm_very_low', 'g_medium', 'd_low'})",4
6479,0.0022727272727272726,"frozenset({'fro_medium', 'm_very_low', 'g_medium', 'R3'})",4
6480,0.006818181818181818,"frozenset({'fro_medium', 'fre_very_low', 'g_medium', 'm_very_low'})",4
6481,0.004545454545454545,"frozenset({'fro_medium', 'm_very_low', 'R1', 'g_medium'})",4
6482,0.004545454545454545,"frozenset({'fro_medium', 'd_very_low', 'g_medium', 'm_very_low'})",4
6483,0.006818181818181818,"frozenset({'dp_very_low', 'm_very_low', 'g_medium', 'fro_medium', 'CH1'})",5
6484,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'g_medium'})",5
6485,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'CH1', 'g_medium'})",6
6486,0.004545454545454545,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'd_low', 'g_medium'})",5
6487,0.004545454545454545,"frozenset({'m_very_low', 'fro_medium', 'CH1', 'd_low', 'g_medium'})",5
6488,0.0022727272727272726,"frozenset({'m_very_low', 'R1', 'fro_medium', 'd_low', 'g_medium'})",5
6489,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'fro_medium', 'd_low', 'g_medium'})",5
6490,0.004545454545454545,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'CH1', 'd_low', 'g_medium'})",6
6491,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'm_very_low', 'fro_medium', 'd_low', 'g_medium'})",6
6492,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'd_low', 'g_medium'})",6
6493,0.0022727272727272726,"frozenset({'m_very_low', 'R1', 'fro_medium', 'CH1', 'd_low', 'g_medium'})",6
6494,0.0022727272727272726,"frozenset({'fre_very_low', 'm_very_low', 'fro_medium', 'CH1', 'd_low', 'g_medium'})",6
6495,0.0022727272727272726,"frozenset({'fre_very_low', 'R1', 'm_very_low', 'fro_medium', 'd_low', 'g_medium'})",6
6496,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'm_very_low', 'g_medium', 'fro_medium', 'd_low', 'CH1'})",7
6497,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'g_medium', 'fro_medium', 'd_low', 'CH1'})",7
6498,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'm_very_low', 'fro_medium', 'd_low', 'g_medium'})",7
6499,0.0022727272727272726,"frozenset({'fre_very_low', 'R1', 'm_very_low', 'g_medium', 'fro_medium', 'd_low', 'CH1'})",7
6500,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'm_very_low', 'g_medium', 'fro_medium', 'd_low', 'CH1'})",8
6501,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'd_low', 'g_medium', 'R3'})",5
6502,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'g_medium', 'R3'})",5
6503,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'CH1', 'g_medium', 'R3'})",5
6504,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'd_low', 'g_medium', 'R3'})",6
6505,0.0022727272727272726,"frozenset({'m_very_low', 'fro_medium', 'CH1', 'd_low', 'g_medium', 'R3'})",6
6506,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'CH1', 'g_medium', 'R3'})",6
6507,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'g_medium', 'fro_medium', 'd_low', 'CH1', 'R3'})",7
6508,0.006818181818181818,"frozenset({'fre_very_low', 'm_very_low', 'g_medium', 'fro_medium', 'CH1'})",5
6509,0.004545454545454545,"frozenset({'fre_very_low', 'R1', 'm_very_low', 'fro_medium', 'g_medium'})",5
6510,0.004545454545454545,"frozenset({'m_very_low', 'R1', 'g_medium', 'fro_medium', 'CH1'})",5
6511,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'm_very_low', 'fro_medium', 'g_medium'})",5
6512,0.0022727272727272726,"frozenset({'m_very_low', 'R1', 'fro_medium', 'd_very_low', 'g_medium'})",5
6513,0.004545454545454545,"frozenset({'fre_very_low', 'R1', 'm_very_low', 'g_medium', 'fro_medium', 'CH1'})",6
6514,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'm_very_low', 'g_medium', 'fro_medium', 'CH1'})",6
6515,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'm_very_low', 'fro_medium', 'g_medium'})",6
6516,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'm_very_low', 'g_medium', 'fro_medium', 'CH1'})",7
6517,0.0022727272727272726,"frozenset({'m_very_low', 'R1', 'g_medium', 'fro_medium', 'd_very_low', 'CH1'})",6
6518,0.0022727272727272726,"frozenset({'fre_very_low', 'R1', 'm_very_low', 'fro_medium', 'd_very_low', 'g_medium'})",6
6519,0.0022727272727272726,"frozenset({'fre_very_low', 'R1', 'm_very_low', 'g_medium', 'fro_medium', 'd_very_low', 'CH1'})",7
6520,0.004545454545454545,"frozenset({'fre_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'g_medium'})",5
6521,0.004545454545454545,"frozenset({'m_very_low', 'g_medium', 'fro_medium', 'd_very_low', 'CH1'})",5
6522,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'g_medium'})",5
6523,0.004545454545454545,"frozenset({'fre_very_low', 'm_very_low', 'fro_medium', 'CH1', 'd_very_low', 'g_medium'})",6
6524,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'fro_medium', 'd_very_low', 'g_medium'})",6
6525,0.0022727272727272726,"frozenset({'dp_very_low', 'm_very_low', 'g_medium', 'fro_medium', 'd_very_low', 'CH1'})",6
6526,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'm_very_low', 'g_medium', 'fro_medium', 'd_very_low', 'CH1'})",7
6527,0.006818181818181818,"frozenset({'fro_medium', 'fre_very_low', 'g_medium', 'R3'})",4
6528,0.013636363636363636,"frozenset({'fro_medium', 'fre_very_low', 'CH1', 'g_medium'})",4
6529,0.004545454545454545,"frozenset({'fre_very_low', 'fro_medium', 'CH1', 'g_medium', 'R3'})",5
6530,0.00909090909090909,"frozenset({'fre_very_low', 'd_very_low', 'g_medium', 'fro_medium'})",4
6531,0.006818181818181818,"frozenset({'fro_medium', 'd_very_low', 'g_medium', 'R3'})",4
6532,0.00909090909090909,"frozenset({'fro_medium', 'd_very_low', 'CH1', 'g_medium'})",4
6533,0.004545454545454545,"frozenset({'fro_medium', 'd_very_low', 'dp_very_low', 'g_medium'})",4
6534,0.006818181818181818,"frozenset({'fre_very_low', 'fro_medium', 'CH1', 'd_very_low', 'g_medium'})",5
6535,0.004545454545454545,"frozenset({'fre_very_low', 'fro_medium', 'd_very_low', 'g_medium', 'R3'})",5
6536,0.004545454545454545,"frozenset({'fro_medium', 'CH1', 'd_very_low', 'g_medium', 'R3'})",5
6537,0.0022727272727272726,"frozenset({'fre_very_low', 'g_medium', 'fro_medium', 'd_very_low', 'CH1', 'R3'})",6
6538,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'd_very_low', 'g_medium'})",5
6539,0.004545454545454545,"frozenset({'dp_very_low', 'g_medium', 'fro_medium', 'd_very_low', 'CH1'})",5
6540,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'd_very_low', 'g_medium', 'R3'})",5
6541,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'g_medium', 'fro_medium', 'd_very_low', 'CH1'})",6
6542,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'd_very_low', 'g_medium', 'R3'})",6
6543,0.0022727272727272726,"frozenset({'dp_very_low', 'g_medium', 'fro_medium', 'd_very_low', 'CH1', 'R3'})",6
6544,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'g_medium', 'fro_medium', 'd_very_low', 'CH1', 'R3'})",7
6545,0.006818181818181818,"frozenset({'m_low', 'dp_very_low', 'g_medium', 'fro_medium'})",4
6546,0.006818181818181818,"frozenset({'m_low', 'g_medium', 'R3', 'fro_medium'})",4
6547,0.006818181818181818,"frozenset({'m_low', 'g_medium', 'CH1', 'fro_medium'})",4
6548,0.004545454545454545,"frozenset({'m_low', 'fre_very_low', 'g_medium', 'fro_medium'})",4
6549,0.0022727272727272726,"frozenset({'m_low', 'd_very_low', 'g_medium', 'fro_medium'})",4
6550,0.004545454545454545,"frozenset({'m_low', 'd_low', 'g_medium', 'fro_medium'})",4
6551,0.0022727272727272726,"frozenset({'m_low', 'R1', 'g_medium', 'fro_medium'})",4
6552,0.004545454545454545,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'g_medium', 'R3'})",5
6553,0.006818181818181818,"frozenset({'fro_medium', 'm_low', 'CH1', 'g_medium', 'R3'})",5
6554,0.004545454545454545,"frozenset({'dp_very_low', 'g_medium', 'fro_medium', 'm_low', 'CH1'})",5
6555,0.004545454545454545,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'CH1', 'g_medium', 'R3'})",6
6556,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'm_low', 'fro_medium', 'g_medium'})",5
6557,0.0022727272727272726,"frozenset({'fre_very_low', 'g_medium', 'fro_medium', 'm_low', 'CH1'})",5
6558,0.0022727272727272726,"frozenset({'fre_very_low', 'fro_medium', 'm_low', 'g_medium', 'R3'})",5
6559,0.0022727272727272726,"frozenset({'fre_very_low', 'fro_medium', 'm_low', 'd_low', 'g_medium'})",5
6560,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'm_low', 'CH1', 'g_medium'})",6
6561,0.0022727272727272726,"frozenset({'fre_very_low', 'fro_medium', 'm_low', 'CH1', 'g_medium', 'R3'})",6
6562,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'm_low', 'g_medium', 'R3'})",6
6563,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'g_medium', 'fro_medium', 'm_low', 'CH1', 'R3'})",7
6564,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'm_low', 'd_low', 'g_medium'})",6
6565,0.0022727272727272726,"frozenset({'fre_very_low', 'm_low', 'fro_medium', 'd_very_low', 'g_medium'})",5
6566,0.0022727272727272726,"frozenset({'g_medium', 'fro_medium', 'm_low', 'd_very_low', 'CH1'})",5
6567,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'd_very_low', 'g_medium', 'R3'})",5
6568,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'd_very_low', 'g_medium'})",5
6569,0.0022727272727272726,"frozenset({'fre_very_low', 'fro_medium', 'm_low', 'CH1', 'd_very_low', 'g_medium'})",6
6570,0.0022727272727272726,"frozenset({'fre_very_low', 'fro_medium', 'm_low', 'd_very_low', 'g_medium', 'R3'})",6
6571,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'm_low', 'd_very_low', 'g_medium'})",6
6572,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'CH1', 'd_very_low', 'g_medium', 'R3'})",6
6573,0.0022727272727272726,"frozenset({'dp_very_low', 'g_medium', 'fro_medium', 'm_low', 'd_very_low', 'CH1'})",6
6574,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'd_very_low', 'g_medium', 'R3'})",6
6575,0.0022727272727272726,"frozenset({'fre_very_low', 'g_medium', 'fro_medium', 'm_low', 'd_very_low', 'CH1', 'R3'})",7
6576,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'g_medium', 'fro_medium', 'm_low', 'd_very_low', 'CH1'})",7
6577,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'fro_medium', 'm_low', 'd_very_low', 'g_medium', 'R3'})",7
6578,0.0022727272727272726,"frozenset({'dp_very_low', 'g_medium', 'fro_medium', 'm_low', 'd_very_low', 'CH1', 'R3'})",7
6579,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'g_medium', 'fro_medium', 'm_low', 'd_very_low', 'CH1', 'R3'})",8
6580,0.0022727272727272726,"frozenset({'dp_very_low', 'fro_medium', 'm_low', 'd_low', 'g_medium'})",5
6581,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'CH1', 'd_low', 'g_medium'})",5
6582,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'd_low', 'g_medium', 'R3'})",5
6583,0.0022727272727272726,"frozenset({'fro_medium', 'm_low', 'CH1', 'd_low', 'g_medium', 'R3'})",6
6584,0.0022727272727272726,"frozenset({'fre_very_low', 'R1', 'fro_medium', 'm_low', 'g_medium'})",5
6585,0.0022727272727272726,"frozenset({'R1', 'fro_medium', 'm_low', 'd_low', 'g_medium'})",5
6586,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'fro_medium', 'm_low', 'g_medium'})",5
6587,0.0022727272727272726,"frozenset({'fre_very_low', 'R1', 'fro_medium', 'm_low', 'd_low', 'g_medium'})",6
6588,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'fro_medium', 'm_low', 'g_medium'})",6
6589,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'fro_medium', 'm_low', 'd_low', 'g_medium'})",6
6590,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'fro_medium', 'm_low', 'd_low', 'g_medium'})",7
6591,0.00909090909090909,"frozenset({'fro_medium', 'fre_very_low', 'R1', 'g_medium'})",4
6592,0.004545454545454545,"frozenset({'fro_medium', 'R1', 'g_medium', 'd_low'})",4
6593,0.004545454545454545,"frozenset({'fro_medium', 'dp_very_low', 'R1', 'g_medium'})",4
6594,0.006818181818181818,"frozenset({'fro_medium', 'R1', 'CH1', 'g_medium'})",4
6595,0.0022727272727272726,"frozenset({'fro_medium', 'd_very_low', 'R1', 'g_medium'})",4
6596,0.004545454545454545,"frozenset({'fre_very_low', 'R1', 'fro_medium', 'd_low', 'g_medium'})",5
6597,0.0022727272727272726,"frozenset({'R1', 'fro_medium', 'CH1', 'd_low', 'g_medium'})",5
6598,0.0022727272727272726,"frozenset({'fre_very_low', 'R1', 'g_medium', 'fro_medium', 'd_low', 'CH1'})",6
6599,0.004545454545454545,"frozenset({'dp_very_low', 'R1', 'fro_medium', 'd_low', 'g_medium'})",5
6600,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'fro_medium', 'g_medium'})",5
6601,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'g_medium', 'fro_medium', 'CH1'})",5
6602,0.004545454545454545,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'fro_medium', 'd_low', 'g_medium'})",6
6603,0.0022727272727272726,"frozenset({'dp_very_low', 'R1', 'g_medium', 'fro_medium', 'd_low', 'CH1'})",6
6604,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'g_medium', 'fro_medium', 'CH1'})",6
6605,0.0022727272727272726,"frozenset({'fre_very_low', 'dp_very_low', 'R1', 'g_medium', 'fro_medium', 'd_low', 'CH1'})",7
6606,0.006818181818181818,"frozenset({'fre_very_low', 'R1', 'g_medium', 'fro_medium', 'CH1'})",5
6607,0.0022727272727272726,"frozenset({'R1', 'g_medium', 'fro_medium', 'd_very_low', 'CH1'})",5
6608,0.0022727272727272726,"frozenset({'fre_very_low', 'R1', 'fro_medium', 'd_very_low', 'g_medium'})",5
6609,0.0022727272727272726,"frozenset({'fre_very_low', 'R1', 'g_medium', 'fro_medium', 'd_very_low', 'CH1'})",6
6610,0.025,"frozenset({'fro_medium', 'fre_low', 'CH1'})",3
6611,0.020454545454545454,"frozenset({'fro_medium', 'fre_low', 'R3'})",3
6612,0.020454545454545454,"frozenset({'fro_medium', 'fre_low', 'dp_very_low'})",3
6613,0.013636363636363636,"frozenset({'fro_medium', 'fre_low', 'd_low'})",3
6614,0.00909090909090909,"frozenset({'fro_medium', 'fre_low', 'm_very_low'})",3
6615,0.004545454545454545,"frozenset({'fro_medium', 'fre_low', 'g_medium'})",3
6616,0.00909090909090909,"frozenset({'fro_medium', 'fre_low', 'd_very_low'})",3
